genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
OP615272.1	B.1.17.NmC1	B.1.17.NmC3 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP615272.1
OP245334.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.10 + B.1.17.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP245334.1
OR035701.1	B.1.17.NmC1	B.1.13.NmC1 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR035701.1
OP245314.1	B.1.17.NmC1	B.1.7 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP245314.1
OP555516.1	B.1.17.NmC1	B.1.17.NmC3 + B.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555516.1
OP442565.1	B.1.17.NmC1	B.1.4 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP442565.1
OP555557.1	B.1.17.NmC1	B.1.NmC2 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555557.1
OR095051.1	B.1.17.NmC1	B.1.2.NmC2 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR095051.1
OP555578.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.17	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555578.1
OP555593.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555593.1
OP555604.1	B.1.17.NmC1	B.1.21 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555604.1
OP555625.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555625.1
OP555630.1	B.1.17.NmC1	B.1.17.NmC1 + A.2 + B.1.17.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP555630.1
OP751214.1	B.1.17.NmC1	B.1.2.NmC2 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP751214.1
OR146391.1	B.1.17.NmC1	B.1.17.NmC1 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR146391.1
OQ503801.1	B.1.17.NmC1	B.1.2.NmC2 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ503801.1
OP748947.1	B.1.17.NmC1	B.1.17.NmC4 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP748947.1
OP615260.1	B.1.17.NmC1	B.1.17.NmC4 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP615260.1
OQ503811.1	B.1.17.NmC1	B.1.17.NmC2 + F.2.NmC1 + B.1.17.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ503811.1
OP680496.1	B.1.17.NmC1	B.1.17.NmC4 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP680496.1
OQ330978.1	B.1.17.NmC1	B.1.18 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330978.1
OQ330981.1	B.1.17.NmC1	B.1.17 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330981.1
OQ330982.1	B.1.17.NmC1	B.1.13.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330982.1
OQ503835.1	B.1.17.NmC1	B.1.17 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ503835.1
OQ330988.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330988.1
OP748946.1	B.1.17.NmC1	B.1.17.NmC4 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP748946.1
OP748965.1	B.1.17.NmC1	B.1.13.NmC3 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP748965.1
OQ330976.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330976.1
OP935996.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP935996.1
OP890565.1	B.1.17.NmC1	B.1.17 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP890565.1
OP935997.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.2.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OP935997.1
OQ503816.2	B.1.17.NmC1	B.1.17 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ503816.2
OQ330979.1	B.1.17.NmC1	B.1.17.NmC1 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OQ330979.1
OR499963.1	B.1.17.NmC1	B.1.2.NmC2 + F.1.NmC1 + B.1.2.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR499963.1
OR500001.1	B.1.17.NmC1	B.1.20.NmC1 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR500001.1
OR499988.1	B.1.17.NmC1	B.1.21 + B.1.17.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR499988.1
OR381843.1	B.1.17.NmC1	C.1.1.NmC1 + B.1.17.NmC1 + C.1.1.NmC1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR381843.1
OR473619.1	B.1.17.NmC1	B.1.17.NmC1 + F.3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_OR473619.1
PQ036000.1	B.1.17.NmC1	B.1.23 + B.1.17.NmC1 + B.1.23	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_26_B.1.17.NmC1_PQ036000.1
PP853020.1	A.2.2	A.2.2 + A.2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_27_A.2.2_PP853020.1
PP852944.1	B.1.NmC7	B.1.2.NmC6 + B.1.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PP852944.1
OP150925.1	B.1.NmC7	B.1.5 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP150925.1
OP013001.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013001.1
ON649709.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649709.1
ON649710.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649710.1
ON649708.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649708.1
ON649712.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649712.1
ON880520.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880520.1
ON649714.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649714.1
ON649715.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649715.1
ON649723.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649723.1
ON649879.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649879.1
ON880505.1	B.1.NmC7	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880505.1
ON880523.1	B.1.NmC7	B.1.17.NmC3 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880523.1
ON649717.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649717.1
ON880522.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880522.1
ON649716.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON649716.1
ON880524.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880524.1
ON880507.1	B.1.NmC7	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880507.1
ON880517.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880517.1
ON880527.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880527.1
ON880529.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880529.1
ON880509.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880509.1
ON880531.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880531.1
ON880534.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880534.1
ON880510.1	B.1.NmC7	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880510.1
ON880535.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880535.1
ON880537.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880537.1
ON880538.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880538.1
ON880540.1	B.1.NmC7	B.1.NmC7 + B.1.12.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880540.1
ON880542.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880542.1
ON959132.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON959132.1
ON983159.1	B.1.NmC7	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON983159.1
OP185716.1	B.1.NmC7	B.1.NmC7 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP185716.1
OP185717.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP185717.1
OP378696.1	B.1.NmC7	B.1.7 + B.1.13.NmC1 + B.1.7	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP378696.1
OP378707.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP378707.1
OP378709.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP378709.1
OP378710.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP378710.1
OP450994.1	B.1.NmC7	B.1.NmC7 + B.1.15	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP450994.1
OP451007.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP451007.1
OP451013.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP451013.1
OP604527.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP604527.1
OP604532.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP604532.1
OP687927.1	B.1.NmC7	B.1.NmC7 + B.1.15	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP687927.1
OQ427120.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ427120.1
OQ427143.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ427143.1
ON792321.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON792321.1
ON880515.1	B.1.NmC7	B.1.4 + B.1.2.NmC5 + B.1.4	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880515.1
ON880544.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880544.1
ON880545.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880545.1
ON880546.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880546.1
ON983161.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON983161.1
ON880514.1	B.1.NmC7	B.1.4 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880514.1
ON880518.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON880518.1
OP013009.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013009.1
OQ411312.1	B.1.NmC7	B.1.NmC7 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ411312.1
OP013012.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013012.1
OP013013.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013013.1
OP013017.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013017.1
OP013014.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013014.1
OP013016.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP013016.1
ON983165.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_ON983165.1
OP450996.1	B.1.NmC7	B.1.8 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP450996.1
OP451008.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP451008.1
OP451009.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP451009.1
OP603004.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP603004.1
OP603005.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP603005.1
OP605558.1	B.1.NmC7	B.1.2.NmC6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605558.1
OP605559.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605559.1
OP605568.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605568.1
OP605579.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605579.1
OP752120.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP752120.1
OP752121.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP752121.1
OP752126.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP752126.1
OQ099604.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ099604.1
OQ427130.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ427130.1
OQ427142.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ427142.1
OQ557941.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ557941.1
OR209328.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OR209328.1
PQ686954.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PQ686954.1
PV984944.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984944.1
OP270021.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP270021.1
OP226139.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP226139.1
OR264382.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OR264382.1
OP605586.1	B.1.NmC7	B.1.NmC4 + B.1.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605586.1
OP687938.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP687938.1
OP687941.1	B.1.NmC7	B.1.NmC7 + B.1.15	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP687941.1
OP881941.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP881941.1
OP881951.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP881951.1
OQ320459.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320459.1
OQ557943.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ557943.1
OR209327.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OR209327.1
OR464213.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OR464213.1
PV984899.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984899.1
PV984941.1	B.1.NmC7	C.1.NmC2 + B.1.NmC7	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984941.1
PV984956.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984956.1
OP381208.2	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP381208.2
OP605589.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OP605589.1
OQ054218.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ054218.1
OQ054223.1	B.1.NmC7	B.1.NmC7 + B.1.15	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ054223.1
OQ054231.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ054231.1
OQ054233.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ054233.1
OQ320454.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320454.1
OQ320455.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320455.1
OQ320507.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320507.1
OQ320508.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320508.1
OQ721928.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ721928.1
OQ721930.1	B.1.NmC7	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ721930.1
OQ721942.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ721942.1
OQ721947.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ721947.1
PV984895.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984895.1
PV984928.1	B.1.NmC7	B.1.NmC7 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_PV984928.1
OQ320442.1	B.1.NmC7	B.1.NmC7 + B.1.11.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_28_B.1.NmC7_OQ320442.1
