genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PQ705585.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ705585.1
PQ705569.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ705569.1
OQ694944.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_OQ694944.1
OQ734886.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_OQ734886.1
PQ703401.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ703401.1
PQ706769.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ706769.1
PQ714329.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ714329.1
PQ714337.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ714337.1
PQ714345.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ714345.1
PV315264.1	A.1.NmC13	A.1.NmC13 + A.1 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV315264.1
PV311040.1	A.1.NmC13	A.1.NmC13 + A.1.NmC3 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311040.1
PV311048.1	A.1.NmC13	A.1.NmC13 + A.1.NmC3 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311048.1
PV311032.1	A.1.NmC13	A.1.NmC13 + A.1.NmC3 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311032.1
PV311056.1	A.1.NmC13	A.1.NmC13 + A.1.NmC3 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311056.1
PV318104.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV318104.1
PV318112.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV318112.1
PV318008.1	A.1.NmC13	A.1.NmC13 + A.1.NmC9 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV318008.1
PV302216.1	A.1.NmC13	A.1.NmC13 + A.1.NmC8 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302216.1
PV306496.1	A.1.NmC13	A.1.NmC13 + A.1.NmC8 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV306496.1
PV307272.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV307272.1
PV307256.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV307256.1
PV307264.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV307264.1
PV315688.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV315688.1
PV302512.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302512.1
PV302192.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302192.1
PV304136.1	A.1.NmC13	A.1.NmC7 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV304136.1
PV302224.1	A.1.NmC13	A.1.NmC13 + A.1.NmC8 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302224.1
PV319240.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV319240.1
PV319256.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV319256.1
PV301489.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV301489.1
PV316536.1	A.1.NmC13	A.1.NmC13 + A.1.NmC5 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV316536.1
PV302160.1	A.1.NmC13	A.1.NmC13 + A.1.NmC6 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302160.1
KP739421.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_KP739421.1
KU201856.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_KU201856.1
KU201864.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_KU201864.1
PQ701737.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701737.1
PQ703177.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ703177.1
OQ961980.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ961980.1
PV321120.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321120.1
PV321128.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321128.1
PV321136.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321136.1
PV321144.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321144.1
PV321152.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321152.1
PV321160.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321160.1
PV321176.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321176.1
PV321184.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321184.1
PV321192.1	A.1.NmC4	A.1.NmC4 + A.1.NmC11 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321192.1
PV310144.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310144.1
PV310152.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310152.1
PV310160.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310160.1
PV310168.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310168.1
PV310176.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310176.1
PV310184.1	A.1.NmC4	A.1.NmC4 + A.1.NmC5 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310184.1
PV311456.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV311456.1
PV316088.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV316088.1
PV316096.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV316096.1
OP377396.1	A.1.NmC4	A.1.NmC2 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OP377396.1
OQ959308.1	A.1.NmC4	A.1.NmC4 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ959308.1
OQ960356.1	A.1.NmC4	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ960356.1
OQ962644.1	A.1.NmC4	A.1.NmC2 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ962644.1
PQ703537.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ703537.1
OQ967516.1	A.1.NmC4	A.1.NmC4 + A.1.NmC10 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ967516.1
OQ967524.1	A.1.NmC4	A.1.NmC4 + A.1.NmC10 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ967524.1
OQ967532.1	A.1.NmC4	A.1.NmC4 + A.1.NmC10 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ967532.1
OQ967540.1	A.1.NmC4	A.1.NmC4 + A.1.NmC10 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ967540.1
OQ967548.1	A.1.NmC4	A.1.NmC4 + A.1.NmC10 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OQ967548.1
PV311496.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV311496.1
PQ708889.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ708889.1
PQ712713.1	A.1.NmC4	A.1.NmC4 + A.1 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ712713.1
PQ712745.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ712745.1
PV310296.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310296.1
PV310304.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310304.1
OP269995.1	A.1.NmC4	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OP269995.1
PQ709729.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ709729.1
PQ718513.1	A.1.NmC4	A.1.NmC4 + A.1.NmC13 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ718513.1
PV308152.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV308152.1
PQ704633.1	A.1.NmC4	A.1.NmC4 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704633.1
PQ700777.1	A.1.NmC4	A.1.NmC4 + A.1.NmC8 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700777.1
PQ701097.1	A.1.NmC4	A.1.NmC4 + A.1.NmC8 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701097.1
PQ701033.1	A.1.NmC4	A.1.NmC4 + A.1.NmC8 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701033.1
PQ704001.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704001.1
PQ715169.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ715169.1
PQ704113.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704113.1
PQ704201.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704201.1
PQ704329.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704329.1
PQ704249.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704249.1
PQ704321.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704321.1
PQ704257.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704257.1
PQ704273.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704273.1
PQ704265.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704265.1
PQ713153.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ713153.1
PQ704385.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704385.1
PQ704417.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704417.1
PQ704425.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704425.1
PQ704433.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704433.1
PQ704441.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704441.1
PQ704409.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704409.1
PQ704401.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704401.1
PQ704481.1	A.1.NmC4	A.1.NmC4 + A.1 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704481.1
OR421083.1	A.1.NmC4	A.1.NmC4 + A.1.NmC2 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OR421083.1
PQ704457.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704457.1
PQ704449.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704449.1
PQ700489.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700489.1
PQ700633.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700633.1
PQ700897.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700897.1
PQ701137.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701137.1
PQ704465.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704465.1
PQ700769.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700769.1
PQ704489.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704489.1
PQ700617.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700617.1
PQ718521.1	A.1.NmC4	A.1.NmC4 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ718521.1
PQ710777.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ710777.1
PQ704505.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704505.1
PQ705705.1	A.1.NmC4	A.1.NmC4 + A.1.NmC1 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ705705.1
PQ703169.1	A.1.NmC4	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ703169.1
OR136609.1	A.1.NmC4	A.1.NmC7 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OR136609.1
PQ700801.1	A.1.NmC4	A.1.NmC4 + A.1.NmC3 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700801.1
PQ705977.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ705977.1
PQ706057.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ706057.1
PV314472.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV314472.1
PV306216.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV306216.1
PV313816.1	A.1.NmC4	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV313816.1
PQ705905.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ705905.1
PQ701257.1	A.1.NmC4	A.1.NmC4 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701257.1
OR136532.1	A.1.NmC4	A.1.NmC7 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_OR136532.1
PQ700473.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700473.1
PQ700513.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700513.1
PV304688.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV304688.1
PV304696.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV304696.1
PV315456.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV315456.1
PV318128.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV318128.1
PV318136.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV318136.1
PQ700753.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700753.1
PV314120.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV314120.1
PQ707937.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ707937.1
PQ709849.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ709849.1
PQ709857.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ709857.1
PV313296.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV313296.1
PV307624.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV307624.1
PV315704.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV315704.1
PQ700553.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700553.1
PQ700913.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700913.1
PV321056.1	A.1.NmC4	A.1.NmC4 + A.1.NmC12 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321056.1
PV321064.1	A.1.NmC4	A.1.NmC4 + A.1.NmC12 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV321064.1
PV307664.1	A.1.NmC4	A.1.NmC4 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV307664.1
PQ700825.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ700825.1
PQ704601.1	A.1.NmC4	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ704601.1
PV310560.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310560.1
PV310568.1	A.1.NmC4	A.1.NmC4 + A.1.NmC9 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PV310568.1
PQ701209.1	A.1.NmC4	A.1.NmC4 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_10_A.1.NmC4_PQ701209.1
